amount_awarded_costs,amount_awarded_interest,amount_awarded_principal,argument_cites_contract_or_document,argument_cites_specific_dates,argument_cites_specific_dollar_amounts,argument_cites_statute_or_legal_basis,argument_has_chronological_timeline,argument_identifies_specific_location,argument_names_specific_witnesses,argument_quantifies_each_damage_component,attempted_mediation,case_number,claim_amount_is_within_small_claims_limit,claim_amount_stated_in_dollars,claim_category,contract_is_signed_by_both_parties,contract_is_written,contract_present,contract_specifies_deadline_or_term,contract_specifies_payment_amount,counterclaim_present,damages_are_ongoing,damages_have_third_party_valuation,damages_include_lost_wages,damages_include_out_of_pocket_costs,damages_include_property_value_loss,defendant_appeared,defendant_count,dismissal_type,document_count,feature_version,gave_opportunity_to_cure,has_attorney_defendant,has_attorney_plaintiff,has_expert_assessment,has_invoices_or_billing_records,has_medical_records,has_photos_or_physical_evidence,has_police_report,has_receipts_or_financial_records,has_repair_or_replacement_estimate,has_signed_contract_attached,has_witness_statements,has_written_communications,judgment_date,missing_features,monetary_amount_claimed,opposing_party_filed_response_documents,opposing_party_has_attorney,outcome,outcome_summary,plaintiff_count,sent_certified_mail,sent_written_demand_letter,text_length,user_has_attorney,user_is_plaintiff,user_seeks_court_costs,user_seeks_interest,witness_count
75.0,0.0,12500.0,,,,,,,,,,CSM25870672,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2025-12-19,True,,,,plaintiff_win,"The court ruled in favor of Carlos Mongalo, awarding him $12,500 in principal and $75 in costs.",,,,,,,,,
65.0,0.0,2392.54,,,,,,,,,,CSM25870673,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,2025-12-19,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,392.54 in principal and $65.00 in costs.",,,,,,,,,
0.0,0.0,12500.0,,,,,,,,,,CSM25870674,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-12-29,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal damages.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870675,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-12-01,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
75.0,75.0,5403.0,,,,,,,,,,CSM25870676,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $5,403.00 in principal, $75.00 in costs, and $75.00 in interest.",,,,,,,,,
80.0,0.0,3000.0,,,,,,,,,,CSM25870677,,,,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,,2025-12-19,True,,,,plaintiff_win,"The court awarded the plaintiff, Quy Dao, $3,000 in principal and $80 in costs due to the defendant's liability for fees as an interpreter.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870678,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2025-12-16,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870679,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-02-11,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,17500.0,,,,,,,,,,CSM25870680,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2025-12-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $17,500 in damages.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870681,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-12,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
,,,,,,,,,,,,CSM25870682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,"The case has been continued to March 18, 2026.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870683,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-12-12,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870684,,,,,,,,,,,,,,,,,with_prejudice,,,,,False,,,,,,,,,,,2025-11-19,True,,,,dismissed,The case was dismissed with prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870685,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-22,True,,,,dismissed,"The case was dismissed without prejudice on January 22, 2026.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870686,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2025-12-29,True,,,,dismissed,The case was dismissed with prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870687,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-11-12,True,,,,dismissed,"The case was dismissed without prejudice on November 12, 2025.",,,,,,,,,
178.0,0.0,2150.32,,,,,,,,,,CSM25870688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-19,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,150.32 in principal and $178.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870689,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2026-01-02,True,,,,defendant_win,"The court ruled in favor of the defendant, Instacart, and found that they do not owe any money to the plaintiff, Adam Angel Diaz.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-02,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-19,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870692,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2026-01-06,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870693,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-06,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
30.0,30.0,611.33,,,,,,,,,,CSM25870694,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-08,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him a total of $671.33.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870695,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-12-19,True,,,,dismissed,"The case was dismissed without prejudice on December 19, 2025.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870696,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-20,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870697,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-06,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
75.0,0.0,12500.0,,,,,,,,,,CSM25870698,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-02-09,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $12,500 in principal and $75 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870699,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-02-20,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870700,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-06,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-27,True,,,,defendant_win,Judgment for defendant Progressive Insurance Company; no cause of action against the named defendant.,,,,,,,,,
0.0,0.0,2900.0,,,,,,,,,,CSM25870702,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-08,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,900.00 in principal.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870703,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870704,,,,,,,,,,,,,,,,,with_prejudice,,,,True,True,,,,,,,,,,,2026-01-07,True,,,,dismissed,The court ordered the dismissal of the entire action with prejudice.,,,,,,,,,
423.23,0.0,1400.0,,,,,,,,,,CSM25870705,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-23,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, Sharon He and Kyle Kelly, awarding them $1,400 in principal and $423.23 in costs.",,,,,,,,,
45.0,0.0,1908.61,,,,,,,,,,CSM25870706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-07,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,908.61 in principal and $45.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870707,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2026-01-07,True,,,,dismissed,The case was dismissed with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870708,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-07,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,152.4,2773.38,,,,,,,,,,CSM25870709,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-02-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,773.38 in principal and $152.40 in interest.",,,,,,,,,
90.0,0.0,7788.85,,,,,,,,,,CSM25870710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-02,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $7,788.85 in principal and $90.00 in costs.",,,,,,,,,
30.0,0.0,1000.0,,,,,,,,,,CSM25870711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-07,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,000 in principal and $30 in costs.",,,,,,,,,
80.0,0.0,350.0,,,,,,,,,,CSM25870712,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-05,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $350.00 in principal and $80.00 in costs.",,,,,,,,,
75.0,75.0,12500.0,,,,,,,,,,CSM25870713,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-12-27,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal, $75 in costs, and $75 in interest.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870714,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-23,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money.,,,,,,,,,
75.0,0.0,4982.73,,,,,,,,,,CSM25870715,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-02-10,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $4,982.73 in principal and $75.00 in costs.",,,,,,,,,
362.28,0.0,12500.0,,,,,,,,,,CSM25870716,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2026-01-05,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $362.28 in costs.",,,,,,,,,
75.0,0.0,4318.55,,,,,,,,,,CSM25870717,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-02-11,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $4,318.55 in principal and $75.00 in costs.",,,,,,,,,
,,,,,,,,,,,,CSM25870718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,The case has been continued for proof of service.,,,,,,,,,
90.0,0.0,12500.0,,,,,,,,,,CSM25870719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $90 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870720,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-30,True,,,,defendant_win,"The court ruled in favor of the defendant, Zeterre Landscape Architecture, Inc, stating they do not owe any money to the plaintiffs.",,,,,,,,,
90.0,0.0,12500.0,,,,,,,,,,CSM25870721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-19,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $90 in costs.",,,,,,,,,
90.0,0.0,12500.0,,,,,,,,,,CSM25870722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $90 in costs.",,,,,,,,,
40.0,0.0,772.0,,,,,,,,,,CSM25870723,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-20,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $772 in principal and $40 in costs against the Employment Development Department.",,,,,,,,,
0.0,0.0,1439.41,,,,,,,,,,CSM25870724,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-02-09,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,439.41 in principal.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870725,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-15,True,,,,dismissed,"The case was dismissed without prejudice on January 15, 2026.",,,,,,,,,
175.0,0.0,300.0,,,,,,,,,,CSM25870726,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $300 in principal and $175 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870727,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,2026-01-08,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money.,,,,,,,,,
286.2,0.0,2700.0,,,,,,,,,,CSM25870728,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-05,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $2,700.00 in principal and $286.20 in costs.",,,,,,,,,
50.0,0.0,5000.0,,,,,,,,,,CSM25870729,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-12-29,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $5,000 in principal and $50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870730,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-20,True,,,,defendant_win,The court found that the plaintiff did not meet his legal burden to show that the conditions of the property were uninhabitable or that the defendants failed to respond reasonably to his complaints.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870731,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-12-26,True,,,,dismissed,The court ordered dismissal of the entire action without prejudice due to lack of jurisdiction.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870732,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-26,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870733,,,,,,,,,,,,,,,,,with_prejudice,,,,,True,,,,,,,,,,,2026-01-07,True,,,,dismissed,The court ordered dismissal of the entire action with prejudice due to no appearance by the Plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870734,,,,,,,,,,,,,,,,,without_prejudice,,,,True,True,,,,,,,,,,,2026-01-21,True,,,,dismissed,"The case was dismissed without prejudice on January 21, 2026.",,,,,,,,,
90.0,0.0,6250.0,,,,,,,,,,CSM25870735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-08,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $6,250 in principal and $90 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870736,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870737,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-20,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,193.2,100.0,,,,,,,,,,CSM25870738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $100 in principal and $193.20 in interest.",,,,,,,,,
175.0,0.0,6197.79,,,,,,,,,,CSM25870739,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-02-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $6,197.79 in principal and $175 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870740,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-01-23,True,,,,settled,The case was settled in full with no monetary award to either party.,,,,,,,,,
75.0,75.0,540.0,,,,,,,,,,CSM25870741,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2026-02-09,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him $540.00 in principal, $75.00 in costs, and $75.00 in interest.",,,,,,,,,
134.95,0.0,7088.25,,,,,,,,,,CSM25870742,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-12-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him $7,088.25 in principal and $134.95 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870743,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870744,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2026-02-13,True,,,,dismissed,The case was dismissed with prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870745,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-12-18,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
150.0,0.0,170.58,,,,,,,,,,CSM25870746,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2026-01-27,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $170.58 in principal and $150.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870747,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,2025-12-29,True,,,,defendant_win,The court ruled that the defendants do not owe the plaintiff any money.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870748,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-12-16,True,,,,dismissed,"The case was dismissed without prejudice on December 16, 2025.",,,,,,,,,
117.5,0.0,3100.0,,,,,,,,,,CSM25870749,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2026-02-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $3,100.00 in principal and $117.50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870750,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-05,True,,,,dismissed,"The case was dismissed without prejudice on January 5, 2026.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870751,,,,,,,,,,,,,,,False,,without_prejudice,,,,,False,,,,,,,,,,,2026-01-05,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
75.0,0.0,110.78,,,,,,,,,,CSM25870752,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2025-12-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $110.78 in principal and $75.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870753,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-02,True,,,,dismissed,"The case was dismissed without prejudice on January 2, 2026.",,,,,,,,,
330.0,0.0,849.85,,,,,,,,,,CSM25870754,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2026-01-12,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him $849.85 in principal and $330.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870755,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-12,True,,,,dismissed,The case was dismissed without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870756,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2026-01-27,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870757,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-12-26,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870758,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2026-01-14,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870759,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-14,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870760,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
,,,,,,,,,,,,CSM25870761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,"The trial has been postponed to June 3, 2026.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,True,,,,defendant_win,"The court ruled in favor of the defendant, Essex Property Trust, Inc., stating that they do not owe any money to the plaintiff, Wei-Yu Tseng.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870763,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870764,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-12-09,True,,,,dismissed,"The case was dismissed without prejudice on December 9, 2025.",,,,,,,,,
0.0,0.0,200.0,,,,,,,,,,CSM25870765,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2026-03-24,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $200 in principal.",,,,,,,,,
75.0,0.0,2500.0,,,,,,,,,,CSM25870766,,,,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,2026-03-04,True,,,,plaintiff_win,"The court ruled in favor of Cleanerific, LLC, awarding them $2,500 in principal and $75 in costs against Jose Moncada.",,,,,,,,,
100.0,100.0,500.0,,,,,,,,,,CSM25870767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $500 in principal, $100 in interest, and $100 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-09,True,,,,defendant_win,The court ruled that the defendants do not owe the plaintiff any money.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870769,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-26,True,,,,dismissed,The case was dismissed without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870770,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-12,True,,,,dismissed,"The case was dismissed without prejudice on January 12, 2026.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870771,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-14,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
115.0,0.0,3000.0,,,,,,,,,,CSM25870772,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2026-04-09,True,,,,plaintiff_win,"The court ruled in favor of CCSF - Office of Treasurer/Tax Collector, awarding them $3,115.00 against William Walker.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870773,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-21,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870774,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2026-01-28,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870775,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2026-01-12,True,,,,dismissed,"The case was dismissed without prejudice on January 12, 2026.",,,,,,,,,
0.0,65.0,426.87,,,,,,,,,,CSM25870776,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2026-01-05,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $426.87 in principal and $65.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870777,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2026-04-08,True,,,,dismissed,The court ordered the dismissal of the entire action without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM25870778,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-01-21,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
